Microsoft (R) COFF/PE Dumper Version 14.42.34436.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    E7035EBA time date stamp
        0.00 version
           8 ordinal base
        2491 number of functions
        2490 number of names

    ordinal hint RVA      name

       1611  642 0008A520 RtlUpcaseUnicodeToOemN
       1612  643 00051370 RtlUpdateClonedCriticalSection
       1613  644 0009EC10 RtlUpdateClonedSRWLock
       1614  645 000504E0 RtlUpdateTimer
       1615  646 00083550 RtlUpperChar
       1616  647 000F6AD0 RtlUpperString
       1617  648 00088260 RtlUserFiberStart
       1618  649 0005AF10 RtlUserThreadStart
       1619  64A 0001B150 RtlValidAcl
       1620  64B 000EE8D0 RtlValidProcessProtection
       1621  64C 0007B500 RtlValidRelativeSecurityDescriptor
       1622  64D 000717C0 RtlValidSecurityDescriptor
       1623  64E 0001B0B0 RtlValidSid
       1624  64F 00109080 RtlValidateCorrelationVector
       1625  650 00087330 RtlValidateHeap
       1626  651 000FEE30 RtlValidateProcessHeaps
       1627  652 0007EAE0 RtlValidateUnicodeString
       1628  653 00085210 RtlVerifyVersionInfo
       1629  654 00020BC0 RtlVirtualUnwind
       1630  655 001104B0 RtlVirtualUnwind2
       1631  656 00060AD0 RtlWaitForWnfMetaNotification
       1632  657 0004BF70 RtlWaitOnAddress
       1633  658 00029F70 RtlWakeAddressAll
       1634  659 00110930 RtlWakeAddressAllNoFence
       1635  65A 00087160 RtlWakeAddressSingle
       1636  65B 00110940 RtlWakeAddressSingleNoFence
       1637  65C 0005B660 RtlWakeAllConditionVariable
       1638  65D 00069B20 RtlWakeConditionVariable
       1639  65E 0007A3A0 RtlWalkFrameChain
       1640  65F 000AFD10 RtlWalkHeap
       1641  660 00102030 RtlWeaklyEnumerateEntryHashTable
       1642  661 000E7F40 RtlWerpReportException
       1643  662 000E94D0 RtlWnfCompareChangeStamp
       1644  663 000894A0 RtlWnfDllUnloadCallback
       1645  664 0009EAA0 RtlWow64CallFunction64
       1646  665 000E6E40 RtlWow64ChangeProcessState
       1647  666 000E6E60 RtlWow64ChangeThreadState
       1648  667 000E6E90 RtlWow64EnableFsRedirection
       1649  668 00089490 RtlWow64EnableFsRedirectionEx
       1650  669 00054A00 RtlWow64GetCpuAreaInfo
       1651  66A 00054980 RtlWow64GetCurrentCpuArea
       1652  66B 00054440 RtlWow64GetCurrentMachine
       1653  66C 00085B50 RtlWow64GetEquivalentMachineCHPE
       1654  66D 0007EF30 RtlWow64GetProcessMachines
       1655  66E 00001DD0 RtlWow64GetSharedInfoProcess
       1656  66F 000E6EA0 RtlWow64GetThreadContext
       1657  670 000E6ED0 RtlWow64GetThreadSelectorEntry
       1658  671 00081810 RtlWow64IsWowGuestMachineSupported
       1659  672 000E21D0 RtlWow64LogMessageInEventLogger
       1660  673 00110950 RtlWow64PopAllCrossProcessWorkFromWorkList
       1661  674 00110A30 RtlWow64PopCrossProcessWorkFromFreeList
       1662  675 00110AF0 RtlWow64PushCrossProcessWorkOntoFreeList
       1663  676 00110BC0 RtlWow64PushCrossProcessWorkOntoWorkList
       1664  677 00110E50 RtlWow64RequestCrossProcessHeavyFlush
       1665  678 000E7070 RtlWow64SetThreadContext
       1666  679 000E7090 RtlWow64SuspendProcess
       1667  67A 00001C90 RtlWow64SuspendThread
       1668  67B 000E1410 RtlWriteMemoryStream
       1669  67C 00109580 RtlWriteNonVolatileMemory
       1670  67D 0008D660 RtlWriteRegistryValue
       1671  67E 00102820 RtlZeroHeap
       1672  67F 0008D700 RtlZeroMemory
       1673  680 000EA6D0 RtlZombifyActivationContext
       1674  681 00080F00 RtlpApplyLengthFunction
       1675  682 0007F040 RtlpCheckDynamicTimeZoneInformation
       1676  683 000FB1C0 RtlpCleanupRegistryKeys
       1677  684 000F5270 RtlpConvertAbsoluteToRelativeSecurityAttribute
       1678  685 000FB6B0 RtlpConvertCultureNamesToLCIDs
       1679  686 000FB8C0 RtlpConvertLCIDsToCultureNames
       1680  687 000F55E0 RtlpConvertRelativeToAbsoluteSecurityAttribute
       1681  688 0001F110 RtlpCreateProcessRegistryInfo
       1682  689 0006EA70 RtlpEnsureBufferSize
       1683  68A 00187190 RtlpFreezeTimeBias
       1684  68B 00078640 RtlpGetDeviceFamilyInfoEnum
       1685  68C 00086E40 RtlpGetLCIDFromLangInfoNode
       1686  68D 00086110 RtlpGetNameFromLangInfoNode
       1687  68E 00012CE0 RtlpGetSystemDefaultUILanguage
       1688  68F 001112A0 RtlpGetUserOrMachineUILanguage4NLS
       1689  690 0008AB60 RtlpInitializeLangRegistryInfo
       1690  691 000040D0 RtlpIsQualifiedLanguage
       1691  692 00087FC0 RtlpLoadMachineUIByPolicy
       1692  693 0000A650 RtlpLoadUserUIByPolicy
       1693  694 000028B0 RtlpMergeSecurityAttributeInformation
       1694  695 0008AAE0 RtlpMuiFreeLangRegistryInfo
       1695  696 00111E40 RtlpMuiRegCreateRegistryInfo
       1696  697 0000A2E0 RtlpMuiRegFreeRegistryInfo
       1697  698 0000A1F0 RtlpMuiRegLoadRegistryInfo
       1698  699 000F4210 RtlpNotOwnerCriticalSection
       1699  69A 00115710 RtlpNtCreateKey
       1700  69B 00084E20 RtlpNtEnumerateSubKey
       1701  69C 00115750 RtlpNtMakeTemporaryKey
       1702  69D 00080C90 RtlpNtOpenKey
       1703  69E 00080650 RtlpNtQueryValueKey
       1704  69F 00115760 RtlpNtSetValueKey
       1705  6A0 000705C0 RtlpQueryDefaultUILanguage
       1706  6A1 000E3A60 RtlpQueryProcessDebugInformationFromWow64
       1707  6A2 000E3B00 RtlpQueryProcessDebugInformationRemote
       1708  6A3 00113C20 RtlpRefreshCachedUILanguage
       1709  6A4 000FC370 RtlpSetInstallLanguage
       1710  6A5 000FCA30 RtlpSetPreferredUILanguages
       1711  6A6 000FCA30 RtlpSetUserPreferredUILanguages
       1712  6A7 00059310 RtlpTimeFieldsToTime
       1713  6A8 00059640 RtlpTimeToTimeFields
       1714  6A9 000F4570 RtlpUnWaitCriticalSection
       1715  6AA 0008E360 RtlpVerifyAndCommitUILanguageSettings
       1716  6AB 000F45D0 RtlpWaitForCriticalSection
       1717  6AC 00110EB0 RtlpWow64CtxFromAmd64
       1718  6AD 0007A0B0 RtlpWow64GetContextOnAmd64
       1719  6AE 00078330 RtlpWow64SetContextOnAmd64
       1720  6AF 00018AC0 RtlxAnsiStringToUnicodeSize
       1721  6B0 00058EC0 RtlxOemStringToUnicodeSize
       1722  6B1 00057AA0 RtlxUnicodeStringToAnsiSize
       1723  6B2 00057AA0 RtlxUnicodeStringToOemSize
       1724  6B3 00127980 SbExecuteProcedure
       1725  6B4 0002F140 SbSelectProcedure
       1726  6B5 000E89E0 ShipAssert
       1727  6B6 000E8B20 ShipAssertGetBufferInfo
       1728  6B7 000E8B50 ShipAssertMsgA
       1729  6B8 000E8B60 ShipAssertMsgW
       1730  6B9 000890D0 TpAllocAlpcCompletion
       1731  6BA 0004B7D0 TpAllocAlpcCompletionEx
       1732  6BB 000819F0 TpAllocCleanupGroup
       1733  6BC 0004BC80 TpAllocIoCompletion
       1734  6BD 00050AC0 TpAllocJobNotification
       1735  6BE 0004BBB0 TpAllocPool
       1736  6BF 0002E620 TpAllocTimer
       1737  6C0 0004D900 TpAllocWait
       1738  6C1 00060EE0 TpAllocWork
       1739  6C2 000524E0 TpAlpcRegisterCompletionList
       1740  6C3 000524A0 TpAlpcUnregisterCompletionList
       1741  6C4 00126420 TpCallbackDetectedUnrecoverableError
       1742  6C5 0004F120 TpCallbackIndependent
       1743  6C6 0008CDA0 TpCallbackLeaveCriticalSectionOnCompletion
       1744  6C7 0004F660 TpCallbackMayRunLong
       1745  6C8 00126450 TpCallbackReleaseMutexOnCompletion
       1746  6C9 00126490 TpCallbackReleaseSemaphoreOnCompletion
       1747  6CA 0006B330 TpCallbackSendAlpcMessageOnCompletion
       1748  6CB 00082C10 TpCallbackSendPendingAlpcMessage
       1749  6CC 00088BE0 TpCallbackSetEventOnCompletion
       1750  6CD 00081930 TpCallbackUnloadDllOnCompletion
       1751  6CE 0004BA80 TpCancelAsyncIoOperation
       1752  6CF 00078900 TpCaptureCaller
       1753  6D0 0005AFD0 TpCheckTerminateWorker
       1754  6D1 001264D0 TpDbgDumpHeapUsage
       1755  6D2 00126590 TpDbgSetLogRoutine
       1756  6D3 000894B0 TpDisablePoolCallbackChecks
       1757  6D4 00085190 TpDisassociateCallback
       1758  6D5 00031A70 TpIsTimerSet
       1759  6D6 00034BA0 TpPostWork
       1760  6D7 00125F20 TpQueryPoolStackInformation
       1761  6D8 00050700 TpReleaseAlpcCompletion
       1762  6D9 00085E90 TpReleaseCleanupGroup
       1763  6DA 00067C90 TpReleaseCleanupGroupMembers
       1764  6DB 0004BB40 TpReleaseIoCompletion
       1765  6DC 00050D00 TpReleaseJobNotification
       1766  6DD 000855C0 TpReleasePool
       1767  6DE 0004E2E0 TpReleaseTimer
       1768  6DF 0004DAE0 TpReleaseWait
       1769  6E0 0004E530 TpReleaseWork
       1770  6E1 00125FE0 TpSetDefaultPoolMaxThreads
       1771  6E2 00050970 TpSetDefaultPoolStackInformation
       1772  6E3 00080E80 TpSetPoolMaxThreads
       1773  6E4 00083E80 TpSetPoolMaxThreadsSoftLimit
       1774  6E5 00085AC0 TpSetPoolMinThreads
       1775  6E6 00050A90 TpSetPoolStackInformation
       1776  6E7 00089580 TpSetPoolThreadBasePriority
       1777  6E8 00126130 TpSetPoolThreadCpuSets
       1778  6E9 0004B6C0 TpSetPoolWorkerThreadIdleTimeout
       1779  6EA 00031AB0 TpSetTimer
       1780  6EB 00032BD0 TpSetTimerEx
       1781  6EC 00083090 TpSetWait
       1782  6ED 000306C0 TpSetWaitEx
       1783  6EE 00032E80 TpSimpleTryPost
       1784  6EF 00034B00 TpStartAsyncIoOperation
       1785  6F0 0004D2E0 TpTimerOutstandingCallbackCount
       1786  6F1 00069380 TpTrimPools
       1787  6F2 00051BD0 TpWaitForAlpcCompletion
       1788  6F3 00088190 TpWaitForIoCompletion
       1789  6F4 00050E70 TpWaitForJobNotification
       1790  6F5 0002F920 TpWaitForTimer
       1791  6F6 0004FB40 TpWaitForWait
       1792  6F7 0004C7B0 TpWaitForWork
       1793  6F8 00033E30 TpWorkOnBehalfClearTicket
       1794  6F9 0004EA70 TpWorkOnBehalfSetTicket
       1795  6FA 0007B800 VerSetConditionMask
       1796  6FB 000E82C0 WerReportExceptionWorker
       1797  6FC 000E9030 WerReportSQMEvent
       1798  6FD 00084A70 WinSqmAddToAverageDWORD
       1799  6FE 000898F0 WinSqmAddToStream
       1800  6FF 00089480 WinSqmAddToStreamEx
       1801  700 000E93C0 WinSqmCheckEscalationAddToStreamEx
       1802  701 000E93D0 WinSqmCheckEscalationSetDWORD
       1803  702 000E93E0 WinSqmCheckEscalationSetDWORD64
       1804  703 000E93F0 WinSqmCheckEscalationSetString
       1805  704 000E9400 WinSqmCommonDatapointDelete
       1806  705 000E9410 WinSqmCommonDatapointSetDWORD
       1807  706 000E9420 WinSqmCommonDatapointSetDWORD64
       1808  707 000E9430 WinSqmCommonDatapointSetStreamEx
       1809  708 000E9440 WinSqmCommonDatapointSetString
       1810  709 000898C0 WinSqmEndSession
       1811  70A 000E9450 WinSqmEventEnabled
       1812  70B 000E9460 WinSqmEventWrite
       1813  70C 000E9470 WinSqmGetEscalationRuleStatus
       1814  70D 000E9480 WinSqmGetInstrumentationProperty
       1815  70E 00084A70 WinSqmIncrementDWORD
       1816  70F 000871B0 WinSqmIsOptedIn
       1817  710 000E94A0 WinSqmIsOptedInEx
       1818  711 000E9400 WinSqmIsSessionDisabled
       1819  712 00084A70 WinSqmSetDWORD
       1820  713 000E94B0 WinSqmSetDWORD64
       1821  714 0009EAB0 WinSqmSetEscalationInfo
       1822  715 00084A70 WinSqmSetIfMaxDWORD
       1823  716 00084A70 WinSqmSetIfMinDWORD
       1824  717 000895E0 WinSqmSetString
       1825  718 000896F0 WinSqmStartSession
       1826  719 000E94C0 WinSqmStartSessionForPartner
       1827  71A 0008EBC0 WinSqmStartSqmOptinListener
       1828  71B 000A03D0 ZwAcceptConnectPort
       1829  71C 000A0390 ZwAccessCheck
       1830  71D 000A08B0 ZwAccessCheckAndAuditAlarm
       1831  71E 000A0FE0 ZwAccessCheckByType
       1832  71F 000A0EB0 ZwAccessCheckByTypeAndAuditAlarm
       1833  720 000A1000 ZwAccessCheckByTypeResultList
       1834  721 000A1020 ZwAccessCheckByTypeResultListAndAuditAlarm
       1835  722 000A1040 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1836  723 000A1060 ZwAcquireCrossVmMutant
       1837  724 000A1080 ZwAcquireProcessActivityReference
       1838  725 000A0C70 ZwAddAtom
       1839  726 000A10A0 ZwAddAtomEx
       1840  727 000A10C0 ZwAddBootEntry
       1841  728 000A10E0 ZwAddDriverEntry
       1842  729 000A1100 ZwAdjustGroupsToken
       1843  72A 000A0BB0 ZwAdjustPrivilegesToken
       1844  72B 000A1120 ZwAdjustTokenClaimsAndDeviceGroups
       1845  72C 000A1140 ZwAlertResumeThread
       1846  72D 000A1160 ZwAlertThread
       1847  72E 000A1180 ZwAlertThreadByThreadId
       1848  72F 000A11A0 ZwAllocateLocallyUniqueId
       1849  730 000A11C0 ZwAllocateReserveObject
       1850  731 000A11E0 ZwAllocateUserPhysicalPages
       1851  732 000A1200 ZwAllocateUserPhysicalPagesEx
       1852  733 000A1220 ZwAllocateUuids
       1853  734 000A0690 ZwAllocateVirtualMemory
       1854  735 000A1240 ZwAllocateVirtualMemoryEx
       1855  736 000A1260 ZwAlpcAcceptConnectPort
       1856  737 000A1280 ZwAlpcCancelMessage
       1857  738 000A12A0 ZwAlpcConnectPort
       1858  739 000A12C0 ZwAlpcConnectPortEx
       1859  73A 000A12E0 ZwAlpcCreatePort
       1860  73B 000A1300 ZwAlpcCreatePortSection
       1861  73C 000A1320 ZwAlpcCreateResourceReserve
       1862  73D 000A1340 ZwAlpcCreateSectionView
       1863  73E 000A1360 ZwAlpcCreateSecurityContext
       1864  73F 000A1380 ZwAlpcDeletePortSection
       1865  740 000A13A0 ZwAlpcDeleteResourceReserve
       1866  741 000A13C0 ZwAlpcDeleteSectionView
       1867  742 000A13E0 ZwAlpcDeleteSecurityContext
       1868  743 000A1400 ZwAlpcDisconnectPort
       1869  744 000A1420 ZwAlpcImpersonateClientContainerOfPort
       1870  745 000A1440 ZwAlpcImpersonateClientOfPort
       1871  746 000A1460 ZwAlpcOpenSenderProcess
       1872  747 000A1480 ZwAlpcOpenSenderThread
       1873  748 000A14A0 ZwAlpcQueryInformation
       1874  749 000A14C0 ZwAlpcQueryInformationMessage
       1875  74A 000A14E0 ZwAlpcRevokeSecurityContext
       1876  74B 000A1500 ZwAlpcSendWaitReceivePort
       1877  74C 000A1520 ZwAlpcSetInformation
       1878  74D 000A0D10 ZwApphelpCacheControl
       1879  74E 000A1540 ZwAreMappedFilesTheSame
       1880  74F 000A1560 ZwAssignProcessToJobObject
       1881  750 000A1580 ZwAssociateWaitCompletionPacket
       1882  751 000A15A0 ZwCallEnclave
       1883  752 000A0430 ZwCallbackReturn
       1884  753 000A0F20 ZwCancelIoFile
       1885  754 000A15C0 ZwCancelIoFileEx
       1886  755 000A15E0 ZwCancelSynchronousIoFile
       1887  756 000A0FA0 ZwCancelTimer
       1888  757 000A1600 ZwCancelTimer2
       1889  758 000A1620 ZwCancelWaitCompletionPacket
       1890  759 000A1640 ZwChangeProcessState
       1891  75A 000A1660 ZwChangeThreadState
       1892  75B 000A0B50 ZwClearEvent
       1893  75C 000A0570 ZwClose
       1894  75D 000A0AF0 ZwCloseObjectAuditAlarm
       1895  75E 000A1680 ZwCommitComplete
       1896  75F 000A16A0 ZwCommitEnlistment
       1897  760 000A16C0 ZwCommitRegistryTransaction
       1898  761 000A16E0 ZwCommitTransaction
       1899  762 000A1700 ZwCompactKeys
       1900  763 000A1720 ZwCompareObjects
       1901  764 000A1740 ZwCompareSigningLevels
       1902  765 000A1760 ZwCompareTokens
       1903  766 000A1780 ZwCompleteConnectPort
       1904  767 000A17A0 ZwCompressKey
       1905  768 000A17C0 ZwConnectPort
       1906  769 000A0BF0 ZwContinue
       1907  76A 000A17E0 ZwContinueEx
       1908  76B 000A1800 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1909  76C 000A1820 ZwCopyFileChunk
       1910  76D 000A1840 ZwCreateCpuPartition
       1911  76E 000A1860 ZwCreateCrossVmEvent
       1912  76F 000A1880 ZwCreateCrossVmMutant
       1913  770 000A18A0 ZwCreateDebugObject
       1914  771 000A18C0 ZwCreateDirectoryObject
       1915  772 000A18E0 ZwCreateDirectoryObjectEx
       1916  773 000A1900 ZwCreateEnclave
       1917  774 000A1920 ZwCreateEnlistment
       1918  775 000A0C90 ZwCreateEvent
       1919  776 000A1940 ZwCreateEventPair
       1920  777 000A0E30 ZwCreateFile
       1921  778 000A1960 ZwCreateIRTimer
       1922  779 000A1980 ZwCreateIoCompletion
       1923  77A 000A19A0 ZwCreateIoRing
       1924  77B 000A19C0 ZwCreateJobObject
       1925  77C 000A19E0 ZwCreateJobSet
       1926  77D 000A0730 ZwCreateKey
       1927  77E 000A1A00 ZwCreateKeyTransacted
       1928  77F 000A1A20 ZwCreateKeyedEvent
       1929  780 000A1A40 ZwCreateLowBoxToken
       1930  781 000A1A60 ZwCreateMailslotFile
       1931  782 000A1A80 ZwCreateMutant
       1932  783 000A1AA0 ZwCreateNamedPipeFile
       1933  784 000A1AC0 ZwCreatePagingFile
       1934  785 000A1AE0 ZwCreatePartition
       1935  786 000A1B00 ZwCreatePort
       1936  787 000A1B20 ZwCreatePrivateNamespace
       1937  788 000A1B40 ZwCreateProcess
       1938  789 000A0D30 ZwCreateProcessEx
       1939  78A 000A1B60 ZwCreateProcessStateChange
       1940  78B 000A1B80 ZwCreateProfile
       1941  78C 000A1BA0 ZwCreateProfileEx
       1942  78D 000A1BC0 ZwCreateRegistryTransaction
       1943  78E 000A1BE0 ZwCreateResourceManager
       1944  78F 000A0CD0 ZwCreateSection
       1945  790 000A1C00 ZwCreateSectionEx
       1946  791 000A1C20 ZwCreateSemaphore
       1947  792 000A1C40 ZwCreateSymbolicLinkObject
       1948  793 000A0D50 ZwCreateThread
       1949  794 000A1C60 ZwCreateThreadEx
       1950  795 000A1C80 ZwCreateThreadStateChange
       1951  796 000A1CA0 ZwCreateTimer
       1952  797 000A1CC0 ZwCreateTimer2
       1953  798 000A1CE0 ZwCreateToken
       1954  799 000A1D00 ZwCreateTokenEx
       1955  79A 000A1D20 ZwCreateTransaction
       1956  79B 000A1D40 ZwCreateTransactionManager
       1957  79C 000A1D60 ZwCreateUserProcess
       1958  79D 000A1D80 ZwCreateWaitCompletionPacket
       1959  79E 000A1DA0 ZwCreateWaitablePort
       1960  79F 000A1DC0 ZwCreateWnfStateName
       1961  7A0 000A1DE0 ZwCreateWorkerFactory
       1962  7A1 000A1E00 ZwDebugActiveProcess
       1963  7A2 000A1E20 ZwDebugContinue
       1964  7A3 000A0A10 ZwDelayExecution
       1965  7A4 000A1E40 ZwDeleteAtom
       1966  7A5 000A1E60 ZwDeleteBootEntry
       1967  7A6 000A1E80 ZwDeleteDriverEntry
       1968  7A7 000A1EA0 ZwDeleteFile
       1969  7A8 000A1EC0 ZwDeleteKey
       1970  7A9 000A1EE0 ZwDeleteObjectAuditAlarm
       1971  7AA 000A1F00 ZwDeletePrivateNamespace
       1972  7AB 000A1F20 ZwDeleteValueKey
       1973  7AC 000A1F40 ZwDeleteWnfStateData
       1974  7AD 000A1F60 ZwDeleteWnfStateName
       1975  7AE 000A0470 ZwDeviceIoControlFile
       1976  7AF 000A1F80 ZwDirectGraphicsCall
       1977  7B0 000A1FA0 ZwDisableLastKnownGood
       1978  7B1 000A1FC0 ZwDisplayString
       1979  7B2 000A1FE0 ZwDrawText
       1980  7B3 000A0B10 ZwDuplicateObject
       1981  7B4 000A0BD0 ZwDuplicateToken
       1982  7B5 000A2000 ZwEnableLastKnownGood
       1983  7B6 000A2020 ZwEnumerateBootEntries
       1984  7B7 000A2040 ZwEnumerateDriverEntries
       1985  7B8 000A09D0 ZwEnumerateKey
       1986  7B9 000A2060 ZwEnumerateSystemEnvironmentValuesEx
       1987  7BA 000A2080 ZwEnumerateTransactionObject
       1988  7BB 000A05F0 ZwEnumerateValueKey
       1989  7BC 000A20A0 ZwExtendSection
       1990  7BD 000A20C0 ZwFilterBootOption
       1991  7BE 000A20E0 ZwFilterToken
       1992  7BF 000A2100 ZwFilterTokenEx
       1993  7C0 000A0610 ZwFindAtom
       1994  7C1 000A0CF0 ZwFlushBuffersFile
       1995  7C2 000A2120 ZwFlushBuffersFileEx
       1996  7C3 000A2140 ZwFlushInstallUILanguage
       1997  7C4 000A2160 ZwFlushInstructionCache
       1998  7C5 000A2180 ZwFlushKey
       1999  7C6 000A21A0 ZwFlushProcessWriteBuffers
       2000  7C7 000A21C0 ZwFlushVirtualMemory
       2001  7C8 000A21E0 ZwFlushWriteBuffer
       2002  7C9 000A2200 ZwFreeUserPhysicalPages
       2003  7CA 000A0750 ZwFreeVirtualMemory
       2004  7CB 000A2220 ZwFreezeRegistry
       2005  7CC 000A2240 ZwFreezeTransactions
       2006  7CD 000A0AB0 ZwFsControlFile
       2007  7CE 000A2260 ZwGetCachedSigningLevel
       2008  7CF 000A2280 ZwGetCompleteWnfStateSubscription
       2009  7D0 000A22A0 ZwGetContextThread
       2010  7D1 000A22C0 ZwGetCurrentProcessorNumber
       2011  7D2 000A22E0 ZwGetCurrentProcessorNumberEx
       2012  7D3 000A2300 ZwGetDevicePowerState
       2013  7D4 000A2320 ZwGetMUIRegistryInfo
       2014  7D5 000A2340 ZwGetNextProcess
       2015  7D6 000A2360 ZwGetNextThread
       2016  7D7 000A2380 ZwGetNlsSectionPtr
       2017  7D8 000A23A0 ZwGetNotificationResourceManager
       2018  7D9 000A23C0 ZwGetWriteWatch
       2019  7DA 000A23E0 ZwImpersonateAnonymousToken
       2020  7DB 000A0770 ZwImpersonateClientOfPort
       2021  7DC 000A2400 ZwImpersonateThread
       2022  7DD 000A2420 ZwInitializeEnclave
       2023  7DE 000A2440 ZwInitializeNlsFiles
       2024  7DF 000A2460 ZwInitializeRegistry
       2025  7E0 000A2480 ZwInitiatePowerAction
       2026  7E1 000A0D70 ZwIsProcessInJob
       2027  7E2 000A24A0 ZwIsSystemResumeAutomatic
       2028  7E3 000A24C0 ZwIsUILanguageComitted
       2029  7E4 000A24E0 ZwListenPort
       2030  7E5 000A2500 ZwLoadDriver
       2031  7E6 000A2520 ZwLoadEnclaveData
       2032  7E7 000A2540 ZwLoadKey
       2033  7E8 000A2560 ZwLoadKey2
       2034  7E9 000A2580 ZwLoadKey3
       2035  7EA 000A25A0 ZwLoadKeyEx
       2036  7EB 000A25C0 ZwLockFile
       2037  7EC 000A25E0 ZwLockProductActivationKeys
       2038  7ED 000A2600 ZwLockRegistryKey
       2039  7EE 000A2620 ZwLockVirtualMemory
       2040  7EF 000A2640 ZwMakePermanentObject
       2041  7F0 000A2660 ZwMakeTemporaryObject
       2042  7F1 000A2680 ZwManageHotPatch
       2043  7F2 000A26A0 ZwManagePartition
       2044  7F3 000A26C0 ZwMapCMFModule
       2045  7F4 000A26E0 ZwMapUserPhysicalPages
       2046  7F5 000A03F0 ZwMapUserPhysicalPagesScatter
       2047  7F6 000A0890 ZwMapViewOfSection
       2048  7F7 000A2700 ZwMapViewOfSectionEx
       2049  7F8 000A2720 ZwModifyBootEntry
       2050  7F9 000A2740 ZwModifyDriverEntry
       2051  7FA 000A2760 ZwNotifyChangeDirectoryFile
       2052  7FB 000A2780 ZwNotifyChangeDirectoryFileEx
       2053  7FC 000A27A0 ZwNotifyChangeKey
       2054  7FD 000A27C0 ZwNotifyChangeMultipleKeys
       2055  7FE 000A27E0 ZwNotifyChangeSession
       2056  7FF 000A2800 ZwOpenCpuPartition
       2057  800 000A0E90 ZwOpenDirectoryObject
       2058  801 000A2820 ZwOpenEnlistment
       2059  802 000A0B90 ZwOpenEvent
       2060  803 000A2840 ZwOpenEventPair
       2061  804 000A09F0 ZwOpenFile
       2062  805 000A2860 ZwOpenIoCompletion
       2063  806 000A2880 ZwOpenJobObject
       2064  807 000A05D0 ZwOpenKey
       2065  808 000A28A0 ZwOpenKeyEx
       2066  809 000A28C0 ZwOpenKeyTransacted
       2067  80A 000A28E0 ZwOpenKeyTransactedEx
       2068  80B 000A2900 ZwOpenKeyedEvent
       2069  80C 000A2920 ZwOpenMutant
       2070  80D 000A2940 ZwOpenObjectAuditAlarm
       2071  80E 000A2960 ZwOpenPartition
       2072  80F 000A2980 ZwOpenPrivateNamespace
       2073  810 000A0850 ZwOpenProcess
       2074  811 000A29A0 ZwOpenProcessToken
       2075  812 000A0990 ZwOpenProcessTokenEx
       2076  813 000A29C0 ZwOpenRegistryTransaction
       2077  814 000A29E0 ZwOpenResourceManager
       2078  815 000A0A70 ZwOpenSection
       2079  816 000A2A00 ZwOpenSemaphore
       2080  817 000A2A20 ZwOpenSession
       2081  818 000A2A40 ZwOpenSymbolicLinkObject
       2082  819 000A2A60 ZwOpenThread
       2083  81A 000A0810 ZwOpenThreadToken
       2084  81B 000A0970 ZwOpenThreadTokenEx
       2085  81C 000A2A80 ZwOpenTimer
       2086  81D 000A2AA0 ZwOpenTransaction
       2087  81E 000A2AC0 ZwOpenTransactionManager
       2088  81F 000A2AE0 ZwPlugPlayControl
       2089  820 000A0F60 ZwPowerInformation
       2090  821 000A2B00 ZwPrePrepareComplete
       2091  822 000A2B20 ZwPrePrepareEnlistment
       2092  823 000A2B40 ZwPrepareComplete
       2093  824 000A2B60 ZwPrepareEnlistment
       2094  825 000A2B80 ZwPrivilegeCheck
       2095  826 000A2BA0 ZwPrivilegeObjectAuditAlarm
       2096  827 000A2BC0 ZwPrivilegedServiceAuditAlarm
       2097  828 000A2BE0 ZwPropagationComplete
       2098  829 000A2C00 ZwPropagationFailed
       2099  82A 000A0D90 ZwProtectVirtualMemory
       2100  82B 000A2C20 ZwPssCaptureVaSpaceBulk
       2101  82C 000A2C40 ZwPulseEvent
       2102  82D 000A0B30 ZwQueryAttributesFile
       2103  82E 000A2C60 ZwQueryAuxiliaryCounterFrequency
       2104  82F 000A2C80 ZwQueryBootEntryOrder
       2105  830 000A2CA0 ZwQueryBootOptions
       2106  831 000A2CC0 ZwQueryDebugFilterState
       2107  832 000A0630 ZwQueryDefaultLocale
       2108  833 000A0C10 ZwQueryDefaultUILanguage
       2109  834 000A0A30 ZwQueryDirectoryFile
       2110  835 000A2CE0 ZwQueryDirectoryFileEx
       2111  836 000A2D00 ZwQueryDirectoryObject
       2112  837 000A2D20 ZwQueryDriverEntryOrder
       2113  838 000A2D40 ZwQueryEaFile
       2114  839 000A0E50 ZwQueryEvent
       2115  83A 000A2D60 ZwQueryFullAttributesFile
       2116  83B 000A2D80 ZwQueryInformationAtom
       2117  83C 000A2DA0 ZwQueryInformationByName
       2118  83D 000A2DC0 ZwQueryInformationCpuPartition
       2119  83E 000A2DE0 ZwQueryInformationEnlistment
       2120  83F 000A05B0 ZwQueryInformationFile
       2121  840 000A2E00 ZwQueryInformationJobObject
       2122  841 000A2E20 ZwQueryInformationPort
       2123  842 000A06B0 ZwQueryInformationProcess
       2124  843 000A2E40 ZwQueryInformationResourceManager
       2125  844 000A0830 ZwQueryInformationThread
       2126  845 000A07B0 ZwQueryInformationToken
       2127  846 000A2E60 ZwQueryInformationTransaction
       2128  847 000A2E80 ZwQueryInformationTransactionManager
       2129  848 000A2EA0 ZwQueryInformationWorkerFactory
